0,1,2,3,4,5,6,7
0.641386097508774,0.7240644119751248,0.5155421736774679,0.6890918198829136,0.6786262329948721,0.3346707469575939,0.45035586862669413,0.27539007661779535
0.505606381620049,0.5285106092176125,0.4160105007430065,0.4539440224199115,0.6379860366945063,0.4750838858815402,0.17647767096885308,0.17646428271049686
0.43636171307885524,0.7147507144792054,0.39102448924367844,0.25069445723740924,0.4130783245747674,0.24649004945039255,0.36701916268936,0.3111721325783609
0.5051845174239958,0.19493448148116743,0.27711335448335617,0.46927798235965423,0.38249910245799,0.4135197894166954,0.508239138141457,0.462617803494688
0.6453593491426601,0.3255910137137271,0.390620977493056,0.6446755995979523,0.34319775880811243,0.48286218755893107,0.39197847119751583,0.8270160646930402
0.5282369129724833,0.5856774684700162,0.19563509684663383,0.5308420069476193,0.3400674817311276,0.3540954859194379,0.2722242595037893,0.7044746906969199
0.32893540940664084,0.5827961341030068,0.5699839510792316,0.5920820500830345,0.5509008163288474,0.49400514499082676,0.615003844515154,0.7407332147107815
0.5992675983283172,0.2233276211236392,0.6596655269692485,0.463634055319653,0.538618145434866,0.458324583076081,0.5201673529430583,0.4319898495279274
0.40830075094710205,0.769334290140133,0.35927979380097735,0.5910437680270555,0.43122130433364636,0.7997182729914859,0.5862557770160024,0.3154675303711829
0.563292879863321,0.4763751155110454,0.7070804844565263,0.4024204178247075,0.28030136579275344,0.1625386241413989,0.54079121750762,0.47223722850746375
0.44683539837777186,0.7152013889505356,0.6096980164516699,0.5633666900180205,0.18482775151168063,0.6439652728374178,0.7090160599556451,0.45225622942346894
0.6142074043300532,0.5320475307227464,0.5108370935735607,0.49521569674544835,0.6605490272785522,0.5840950836411236,0.22523551048418466,0.23181667325339633
0.5672675293142718,0.4583427144371898,0.7747684296346482,0.5079492613503095,0.42554617552140545,0.8795346894159424,0.5390355673268139,0.38191936717176755
0.4317324828187372,0.20053923658801448,0.5339771254769833,0.5589475670765757,0.7234633583714798,0.8040845198037917,0.5098877374584277,0.5076854168697221
0.20359857990585245,0.46069273193995164,0.5663148071506373,0.5932359932555004,0.525948814381914,0.6166465561260263,0.7546897015700011,0.4886284342223404
0.6393011261298336,0.15630777788968486,0.6943778690029225,0.5168037886879528,0.5669002855402682,0.5476120769220915,0.39971652164638705,0.4299055630524116
0.35340401110140096,0.2822846771390043,0.5863550267893407,0.35810040948543886,0.6462549010989749,0.41976868094206354,0.44325878913895156,0.4640916113738577
0.5892211054587991,0.5064132831340781,0.7514357467843706,0.4869675140951055,0.4439090577157683,0.8429500355860845,0.34678812323833963,0.6088150932025423
0.6496784091859968,0.539402417879983,0.46800815889697817,0.19444978947908248,0.26332338887387374,0.41076189454604406,0.5315689246941039,0.2640342266215441
